,XGBoost,LightGBM,CatBoost,GrootCV,GrootCV.fastshap,Boruta_Shap,Boruta_rf,arfsfs,Pymrmr
17188,FAM19A2,LOC340357,C14orf28,UHMK1,HMGA1,CDS2,MAP3K5,PRKRA,EYA3
17189,FAM19A5,ZSWIM1,YIF1A,THOC2,SLC9A1,ESR1,KCNG1,TSHB,NANOS3
17190,FAM19A4,PTTG1,NME1-NME2,SLC4A4,CLYBL,OR51L1,GAS7,PVALB,VN1R4
17191,DOK7,AP3D1,ASB18,SLC4A7,MED28,SSH2,C5orf41,UGT2B10,RBMXL2
17192,TYW1B,LOC100130557,ASB17,NUP88,CHAD,RUNX3,EPB41L4B,S1PR5,LSP1
17193,PTBP1,ZSWIM7,C14orf23,TAF7,IMP3,HLA-DOA,RBL2,SLC24A2,OR51L1
17194,HK3,CABYR,ASB15,CLCA1,FGR,HLA-DOB,CCBP2,SNORD55,BTLA
17195,PTBP2,BARX1,ASB13,DCTN6,USP35,NFATC1,SPATA18,SOX21,LHPP
17196,SERPINB8,IL3RA,MAPT,SLC4A8,SEC14L4,LOC554202,KIAA0141,H1F0,MS4A5
17197,MYCBP2,NOL8,ASB12,DCTN5,SLC12A7,CALR3,BCAN,COL25A1,CAMK2B
17198,TLE2,USP1,ASB11,RPS4Y2,NEO1,CLCC1,PNPLA7,ZNF19,CHD5
17199,ANKMY1,TTTY5,ASB10,KCMF1,SLC12A1,TBCCD1,FYCO1,FIGNL2,TRIM64
17200,GNB2L1,FAM156A,VPS33A,ASPG,SLC12A3,TBK1,CENPV,LOC81691,TMEM225
17201,OR4K14,TTTY7,HLA-DQA2,FAM186B,OR5M3,ANTXR1,MYC,MRPS18B,OR10C1
17202,HK2,TTTY6,HLA-DQA1,ASPA,LBH,SNORA29,PPP1R11,CLC,OR2M1P
17203,ZBTB6,OR9I1,ANTXRL,CIITA,FGG,ANTXR2,LARP4,ELMOD1,MRPL54
17204,LRP1B,NIPSNAP1,CLDN25,KRBA2,SLC12A9,LIMK2,EGF,PLOD3,C20orf106
17205,ATP2B4,TTTY2,CYP4V2,WFDC10B,FGA,NIPA1,STX19,ELMOD3,TRIML1
17206,MLC1,NOL3,CASP10,SLC35F4,FGB,CCDC74A,LOC151162,ELMOD2,ZNF324
17207,GPR160,C19orf12,C1orf186,ZC3HAV1,VWCE,TRIM7,SPTLC3,RASSF8,SGIP1
17208,MTCH1,OLIG2,WFS1,IGSF8,OR5M1,ICMT,CRABP2,CLU,DUSP9
17209,YWHAZ,NOL7,PLEKHF1,IGSF9,PIWIL2,SSH3,PSMA7,SLC24A3,SF3B3
17210,FDPS,NOL4,PTPN21,ANKRD44,EXT2,OR51S1,TCEB2,PDC,FLJ25328
17211,VSIG1,C19orf18,FAM180B,NR2C1,IMP5,MAP2,WDR76,SNORD56,TRIM33
17212,CACNA2D4,CHTF18,FAM180A,SRC,ATP1B4,C1orf189,EPHB2,VEGFC,C20orf177
17213,CACNA2D1,CDCA7,PTPN22,BUD31,ACIN1,C8B,C7orf55,NTM,TYSND1
17214,HK1,CDCA4,C1orf187,YARS2,ATP1B3,ESRRA,PAX9,SKIV2L2,NKX3-1
17215,ATP2B3,CDCA5,C1orf185,SLC37A1,ATP1B1,MRPS6,C9orf86,KNG1,LRRC19
17216,CACNA2D3,NPAS4,BRI3,ATN1,LY96,C1orf59,C18orf56,NRARP,ANKRD30B
17217,CACNA2D2,PTHLH,C1orf183,SCXB,RBM12B,LOC401052,PPP2R4,VCX,SPTY2D1
17218,ZNF445,SPRED2,C1orf182,LCP2,TESK2,YIF1A,C15orf42,LOC407835,LACTB2
17219,CT62,POMT1,TEAD2,GNB1L,ZAK,C14orf28,ENPP5,COBL,GPR119
17220,CACNG3,FADS3,C1orf180,TNIP2,PSMC3,DHCR7,OR8K1,TAF9B,SNORA46
17221,TUSC3,OR51Q1,C8G,SLC37A4,NCRNA00113,CASP10,TMEM41A,SNORD57,FAM78A
17222,ZFP2,SYTL2,CRIPAK,USP39,PCA3,OR4K15,PROM2,ZNFX1,MRC2
17223,TCHHL1,SYTL1,MAP7,LCE4A,LOC645332,C1orf50,GJC2,NOP14,C1orf94
17224,BAT5,RRP7B,PLEKHF2,KRTAP12-3,ZFP112,AFG3L2,SUV39H2,AMOTL1,VGLL4
17225,VPS33A,CDCA8,CXorf49B,MYO6,RAN,CASP14,RNASE1,AMOTL2,FAM102B
17226,C14orf23,PCK2,CLDN22,PLAC2,SLC30A2,TATDN3,BSPRY,LCN1,KRTAP3-3
17227,ASB15,HLA-DMA,SPOCD1,SNORD115-14,LBR,SERPINB9,MYO1H,LCN2,IVD
17228,C14orf21,TMEM63A,CLDN23,KCNA10,ATN1,FAM5B,E2F2,BPI,CABP2
17229,ASB13,DMRTC1B,ESRRB,AICDA,SCXB,TATDN2,PLAUR,SF3B4,DNAJC30
17230,ASB12,IGDCC3,MRPS6,ZNF498,LIX1,TROVE2,PHF7,PNPT1,LY9
17231,ASB11,TP53TG1,ESRRA,C21orf130,LCP2,C18orf62,C6orf223,VPS52,TXNDC5
17232,ASB10,NBPF22P,ESRRG,C21orf131,LCP1,XPOT,C9orf163,LCN9,RPGRIP1
17233,HLA-DQA2,OR10K2,RAB37,ORAOV1,PMPCB,CLDN22,ADAM21,LCN8,FARS2
17234,ASB18,OR10K1,FANK1,PASD1,GNB1L,NBEAL2,WNT7B,SF3B3,ANTXR1
17235,HLA-DQA1,OR10G4,PPY,GNPDA2,TNIP2,AVIL,CSF3,SF3B2,BCL9L
17236,ANTXRL,RNU6ATAC,CHIT1,SULF2,SLC37A4,TCHHL1,TMEM57,CYP17A1,OR1N1
17237,MAPT,PLEKHH1,SERPINI1,MAN1B1,LCE4A,C1orf51,TACC2,ALOX15,PYDC2
17238,TOM1L2,PLEKHH2,OVOL2,SEC14L5,KRTAP12-3,ZFP2,OR8I2,RRP12,PRR21
17239,BASE,PLEKHH3,RPL37A,OR5M9,NR2C1,OR4K14,DACT3,ALOX12,SCARNA1
17240,NFAM1,FAM182A,APEX2,GJB7,RPP14,GNB2L1,CCDC150,SLC24A1,ZNF26
17241,ZNF713,PRL,APEX1,GCM1,PLAC2,ANKMY1,FAM178B,TSHR,OR6C74
17242,ASB17,FAM182B,?|728045,DDX11L2,EAPP,ANKMY2,LOC645431,RAPGEF3,OFD1
17243,NME1-NME2,KRT73,MRPL18,ITGB6,ZNF498,TLE2,ATF6B,PRKY,OR6Q1
17244,AVIL,ASTL,DHCR7,ITGB7,C21orf130,MYCBP2,OPN3,MAGEF1,ST7OT3
17245,SERPINB9,LOC100272216,OR4K15,ITGB5,C21orf131,SERPINB8,BAT2,OR14I1,FAM134B
17246,NBEAL2,LOC100272217,FBXO9,HMOX1,PASD1,PTBP2,GFRA3,SEMA6C,ERCC3
17247,XPOT,WDFY1,YWHAZ,IGSF6,GNPDA2,C1orf52,LPPR5,TNFSF8,GNRHR2
17248,LOC401052,OR10G2,MSRA,IGSF3,GNPDA1,ASB18,EYA4,SEMA6A,KIAA1797
17249,C18orf62,KIR3DP1,TFPI2,AQP5,MAT1A,ASB17,NOS1,CNIH3,CCT4
17250,TROVE2,OR10G3,CACNG4,TMEM50A,SEC14L5,C14orf23,FAM43A,CNIH2,LOC100132247
17251,TATDN2,ZNF652,ZNF80,C15orf56,OR5M9,ASB15,LILRB5,NSMCE4A,TMSB15A
17252,FAM5B,SS18L2,MLC1,ZSCAN4,SCARNA6,CYP4V2,PTPN22,CNIH4,CRYGB
17253,TATDN3,POU3F3,GPR160,HMOX2,GCM1,CLDN20,GLYR1,ELAC2,NUS1
17254,YIF1A,ZFAND2B,MTCH1,CYS1,RASAL3,CLDN25,CKS1B,DDHD1,ZNF829
17255,CASP14,SLC31A1,FDPS,C10orf81,GCM2,MPZL2,C2CD4D,ADCK4,HNRNPCL1
17256,AFG3L2,KCNF1,TBX1,ANKRD40,C6orf191,IL28B,LOC100132707,ADCK5,HTT
17257,CASP12,OAF,VSIG1,LARS2,PLD3,IL28A,TBCE,ADCK2,MPP4
17258,OR4K15,OR2Z1,CACNA2D4,TRAK1,ZNF132,TMEM208,CCDC89,ZBTB11,GXYLT1
17259,CASP10,VPS53,ATP2B4,TMEM41A,FAM164C,C1orf54,MICAL3,ADCK1,COL2A1
17260,DHCR7,TTTY20,CACNA2D1,ANKRD42,SNORD115-16,EPHA10,RNASE12,DNAJC16,WDR63
17261,C14orf28,RSF1,ATP2B3,CNOT8,NRTN,ZNF718,C16orf5,DNAJC17,ST6GALNAC2
17262,ZNF80,ZNF717,CACNA2D3,ERAL1,ITPK1,DMRTA2,SEMA4D,DNAJC14,SPPL2A
17263,CACNG4,METTL11B,CACNA2D2,NHS,ORAI3,THG1L,PCDHGB5,DNAJC15,DKFZp434J0226
17264,TFPI2,METAP1,SUPT4H1,PRNT,SNORA70B,ZNF716,ISLR2,DNAJC12,WDR41
17265,SLC10A2,XYLT1,ZWILCH,CNOT2,ORAI1,DMRTA1,PRELID1,DNAJC13,EPOR
17266,HACE1,FAM108C1,CT62,CNOT1,POM121L12,RFC4,TRANK1,DNAJC10,C17orf47
17267,NAIP,RADIL,TRIM6,C15orf50,LGALS12,EBPL,C1orf43,DNAJC11,GUF1
17268,LOC643763,UTS2,PHLPP2,CNOT7,STH,NFAM1,ALB,TRPC3,NXF2
17269,PMFBP1,GFAP,PABPC5,APOL2,LOC221442,BASE,INPP5K,EPRS,SPACA1
17270,C15orf2,MID1,LOC653786,APOL1,TSIX,TOM1L2,TLL1,CTXN3,POLR2E
17271,C15orf5,PLB1,MACF1,CNOT4,ZNF672,MAPT,HRC,FEM1B,GUSBL2
17272,OR4A5,MUC4,PABPC1,ITGB1,DLAT,C1orf55,C21orf62,ASF1A,PLAC8L1
17273,TIAL1,TFEB,LOC148413,NOS1,UHRF1BP1L,HLA-DQA1,ACER2,DNAJC18,C14orf183
17274,DENND5B,PCDH18,FBXO6,HCG9,ZNF343,HLA-DQA2,CSN3,DNAJC19,IAPP
17275,PDIA4,SNORD109B,LOC100130264,WHSC1L1,C12orf23,VPS33A,SC4MOL,EDF1,KRTAP13-2
17276,TMEM38A,TMLHE,XRN1,HSFX2,HIST3H3,ASB10,IL12B,ZNF689,GUCA1C
17277,PTPRN2,RALB,BATF,GFRA1,CEP170,ASB11,APOC2,TMEM85,PVRIG
17278,ZNF235,CT47A9,FBXO5,SPINK9,SNHG9,ASB12,FDXR,SUPT16H,OR5H2
17279,LOC286367,CYB5A,TNF,UBR1,COMTD1,ASB13,OAZ3,NUDT16P1,ADAMTS12
17280,FAM83H,RG9MTD3,C6orf225,NUCB1,KIAA0284,C1orf56,TPPP3,MLN,BARX1
17281,PDHB,FLJ10213,TBX6,HSDL2,MAOA,FDFT1,KCNF1,MLL,XAGE1D
17282,HEXIM1,ZSCAN12P1,NR1I2,KCNMB4,DTYMK,B3GNT6,VGLL1,MS4A6A,UNCX
17283,DENND5A,CT47A1,CYP27C1,SOCS4,NEIL3,FAM135B,DBF4,NAT8B,CCDC45
17284,MSRA,CT47A2,ZNF445,CALN1,NEIL2,IFITM4P,LPP,LMAN1,KCNG4
17285,AQP7P3,PCDH19,CACNG3,SOCS6,MSTO2P,AVEN,GAK,MGC16384,TBC1D22A
17286,C14orf104,TCL1A,CASP12,SOCS1,HNRNPR,TSPY3,CMTM7,LMAN2,COX18
17287,C14orf105,CT47A6,LOC401052,SRPR,MMP28,HIST2H2AB,LOC100131193,EPR1,AMAC1L3
17288,LOC284798,CT47A7,OR4K14,SOCS2,MUT,PATE2,HDAC4,MLX,HGD
17289,LRRC10,SASH1,ZFP2,SCD5,PIWIL3,TRIM8,ORC1L,OR1M1,SNRNP200
17290,LRRC15,GCSH,LRP1B,ZNF626,RNF219,RARRES2,OSCAR,NAT8L,SPAG7
17291,AQP7P1,DNALI1,TCHHL1,TARP,ITPKB,REPS2,DCTN5,SCML4,C11orf42
17292,LRRC17,LRRC70,AVIL,CCNC,FAM164A,TRPV4,PPFIA2,LOC642846,ZMYM2
17293,LRRC19,SIGLEC5,NBEAL2,PFN3,ITPKA,GPN3,CENPC1,OR8B2,NCRNA00105
17294,HEXIM2,SPANXC,XPOT,KIAA1841,FAM113A,GPN2,CXCL1,NRM,LSM14A
17295,LRRC18,LIN52,C18orf62,CCNO,C14orf169,GPN1,TSPAN12,CXorf48,SMPX
17296,ZNF532,PI3,ANKMY1,CCNH,ALDH5A1,TMEM30A,EIF4EBP3,FAM195B,C6orf27
17297,ARMCX6,TRAPPC9,TROVE2,CCNI,C14orf165,NFKB1,IQCE,PFKFB3,NUDT6
17298,LOC284632,RRBP1,TATDN2,PACS2,BSPH1,NFKB2,DDX25,FAM195A,AGAP2
17299,ELFN1,TMEM19,FAM5B,PCM1,TCTA,UBE2R2,AK3,CXorf42,C6orf170
17300,CATSPER2P1,TUBD1,SERPINB9,TBRG4,SNX2,OR8S1,ANKRD22,CXorf41,WDR45
17301,PTCRA,TOM1,TATDN3,ZNF705A,SNX1,PEX2,C1orf123,SLITRK1,ANKRD7
17302,ZNF107,KIAA1279,CASP14,ZNF804B,OCM,DNPEP,SOX10,ITPA,DDC
17303,CTNNBL1,LOC100131496,AFG3L2,NCKAP5,SNX6,RAP2C,CCDC76,CTRB1,SEMA3B
17304,PIK3R1,SIRPA,GNB2L1,GSK3B,RAB1B,RAB40AL,C21orf63,UGT1A4,GRP
17305,TNF,ZNF43,ANKMY2,IL1R2,SNX4,OR4C16,SNX22,SH3BGR,NEUROD6
17306,PABPC1,HSPA8,TUSC3,SNORD115-37,RPL27A,SIAH1,TUBB,YWHAQ,EML4
17307,LOC148413,KRTAP1-3,FAM19A5,JMY,SNX8,SIAH2,SERPINB2,OR10A5,DNAH17
17308,FBXO6,C2CD2,HK1,LRRK1,VWC2,SIAH3,ALAD,PPM1L,NR2F2
17309,TRIM6,C2CD3,ZBTB6,MORF4,TRMT1,NSA2,TAPBP,ZNF17,C14orf182
17310,LOC100130264,TRAPPC1,HK3,USH1C,CASD1,RBPMS2,RTKN,OR4X1,FKBP14
17311,BATF,TRAPPC3,HK2,PTH,XPO6,TAF1C,IFNA8,OR4X2,NAPB
17312,FBXO5,TRAPPC2,FAM19A1,SESN3,CCDC127,CORT,FAM124A,SCIN,KBTBD8
17313,C6orf225,TRAPPC5,FAM19A3,METTL2A,CCDC126,LYZL1,ARID3A,TCF7L1,MSGN1
17314,PIK3R2,ST6GALNAC3,FAM19A2,KLK15,CCDC125,LYZL2,RIN2,ADD3,TAPBPL
17315,TBX6,KIAA1274,FAM19A4,GPR22,CCDC124,TSPY1,BCL3,ACTG1,CWF19L1
17316,NR1I2,ZNF232,TLE2,FAM71B,CCDC122,?|553137,FCER2,ACTG2,PDE4DIP
17317,CYP27C1,KRTAP1-5,DOK7,FAM71C,CCDC121,LDOC1L,RAB11FIP2,SNORA21,C19orf66
17318,XRN1,UTS2D,TYW1B,FAM71A,CCDC120,RAB33A,LTA4H,PPP4R4,OR8H3
17319,ZWILCH,PPP1R14A,NNT,ZNF625,CEL,CASKIN1,CXCL14,PPP4R1,PRSSL1
17320,TBX1,RHBG,PTBP1,OGG1,TIMELESS,CP110,PLK3,PPP4R2,OR2T33
17321,SUPT4H1,CSN3,PTBP2,SPAG1,SNHG7,AIFM3,RBM47,SLC11A1,TMEM233
17322,MACF1,SBSN,SERPINB8,C3orf33,ZIK1,IL17RE,PPP1R16B,TTTY21,CMTM1
17323,LOC653786,TMEM129,MYCBP2,GPR21,KIAA0586,AIFM1,HMOX1,PKD2L2,LEAP2
17324,PABPC5,SIM2,CXorf36,C3orf32,NDUFAF3,IL17RC,REP15,PKD2L1,DLX1
17325,PHLPP2,PPAN-P2RY11,SNORD31,VSIG10,SLC25A33,A1CF,PSME2,TBRG1,PPP4R1
17326,PIK3R3,BAK1,CXorf30,GPR26,GPN2,IL17RA,NFE2L3,OR10A4,MTERF
17327,PIK3R4,PRPH,4-Sep,C3orf31,MUC5B,IL2RG,OPHN1,CWC27,OR10G7
17328,PIK3R5,TRAPPC4,BMS1P5,OR9G4,OPN5,FLJ44606,ARMC9,CWC25,XKRY2
17329,LOC400891,ABCD4,C16orf53,GPR27,OPN4,NELF,TRPM4,CWC22,RPL30
17330,GOLPH3,RARS2,SNORD102,DENND3,OPN3,CES7,LOC154822,OR8B8,C11orf16
17331,ZNF804A,ABCD2,SUGT1,RWDD4A,NCOR1,TAS2R8,HIST1H2BJ,TMED10,MDP1
17332,ZFHX4,TRAM1L1,AKTIP,SLC34A2,?|553137,PATE4,AP1S3,LTBR,TRIM31
17333,PDHX,PROCA1,CDK5RAP2,OR2AE1,SCAPER,FOXR2,MAP2K6,MAP3K8,NDUFB8
17334,MAPKAPK2,ZNF70,RAET1K,C3orf37,AVEN,NCOR1,NMB,MAP3K9,SCARNA11
17335,MAPKAPK3,HSPA2,PCGF3,PPP1R16B,PATE3,PADI6,THSD7B,SNORA26,SP5
17336,TSSK6,KRTAP1-1,MSX2P1,GPR25,HIST2H2AB,LOC100130933,CSN1S2A,ZPBP2,SOCS4
17337,MAPKAPK5,FHIT,MC3R,PLLP,PATE2,LOC100130932,DCLK2,MAP3K2,OMA1
17338,EED,SFRS2IP,TRPV2,BLNK,REPS1,POT1,SCAMP5,MAP3K3,OTOP2
17339,DQX1,DUOXA2,PECAM1,AOX2P,TEF,HBA1,GPR133,PRPF31,SOCS1
17340,FBXO9,FOLR3,NAP1L2,UAP1L1,REPS2,TMEM100,CCNJL,MAP3K1,OR4S2
17341,ADH1B,FOLR2,SPOPL,ORC5L,GPN1,TRPV6,TTC21B,DEAF1,SLC16A5
17342,PVRIG,FOLR1,STAG1,ARHGDIA,LYZL1,IL2RB,CENPK,MAP3K7,RALYL
17343,OR56B1,SIGLEC7,ARL13A,LRRK2,TMEM30A,IL2RA,SLC2A10,IER3IP1,C19orf2
17344,FAM186B,LETMD1,ARL13B,PLEKHJ1,NFKB1,MUC5B,ZC3HC1,MAP3K5,KRT26
17345,ASPH,DNM1L,BMS1P4,KLK11,NFKB2,OPN5,CHRD,SNORA28,OR9G4
17346,KRBA2,FOLR4,FAM50B,AIFM3,PM20D2,OPN4,WWC1,RBMY1A1,ART3
17347,ASPN,NBL1,SP110,OR10H5,UBE2R2,OPN3,UBL5,MARVELD1,PLAC1L
17348,CIITA,FTMT,ZC3H6,LRIG2,RAB40AL,NCOR2,SLCO2A1,FMOD,LONP2
17349,LOC100130331,LAPTM5,CIDEA,LRIG1,OR4C16,PDZRN4,KIAA1908,MARVELD2,SLC39A10
17350,FAM186A,ABCD3,FLJ45244,ANKRD20A3,SIAH1,OGDHL,MPP6,NUP214,BCYRN1
17351,ASPA,B2M,CYP2J2,C15orf60,SIAH2,DENND1C,MAP6,CCBP2,MSLN
17352,ASPG,ABCD1,TRPC4AP,ANKRD20A4,SIAH3,ZNF883,SDHD,H2BFXP,OR10Z1
17353,SLC35F4,DRAP1,USMG5,BMPR1A,NSA2,LOC148145,C16orf68,VPS54,RAB3GAP2
17354,KCMF1,SPTLC2,RIMKLB,SNCG,RBPMS2,RNF208,VSNL1,FMO2,HOXC6
17355,RPS4Y2,RPSA,RIPPLY1,TAF1D,TAF1C,HADHB,CCT6A,FMO3,FKSG73
17356,DCTN5,HRSP12,ZC3H4,EBF4,CORT,HADHA,CYCS,FMO1,SERPINA11
17357,CLCA4,TBC1D22A,LOC645676,CASKIN2,HBA1,GSTP1,SRL,ZNF202,SAPS3
17358,SLC4A8,NT5DC3,COL22A1,FMO6P,POT1,RPS19BP1,C12orf24,CASZ1,MYO1E
17359,DCTN6,PTPLA,GFM2,CASKIN1,LOC100130932,RNF151,PKP3,FMO4,MYBBP1A
17360,CLCA1,NR0B2,GFM1,AIFM2,LOC100130933,LOC388955,SRPK1,FMO5,NBPF7
17361,WFDC10B,HSPA5,TUBGCP6,AIFM1,ITPR2,UBE2DNL,IL11,IDH2,KRTAP4-2
17362,CHMP4A,HSFX2,ZNF654,SNORA70,SNORA75,MRE11A,RSPO1,IDH1,ESX1
17363,DCTN3,HSPA6,FAM50A,IL17RC,ITPR1,FLJ90757,ZBED4,EVX1,PXDN
17364,CYP20A1,FLJ42393,RPL23AP82,A1CF,UBQLNL,NPRL2,HTR4,ZNF208,FAM35B2
17365,ARPM1,WHSC1L1,C4orf46,IL17RA,SNORA72,POLN,MARVELD3,EVX2,SLC9A7
17366,OR14A16,HSPA7,SUV39H2,FLJ44606,SNORA70,DKFZP434H168,ITFG1,SETD8,NPS
17367,BPHL,ZC4H2,OPCML,NELF,LRIG2,LIMD1,KRT8,SH2D2A,EMR2
17368,MXRA5,TSNAXIP1,PUM2,CES7,LRIG1,P2RX6,PI3,OR10A6,UCK1
17369,TAF4,LOC285733,SFXN1,PATE4,NOTCH3,KIAA1539,PRR13,OTUD6A,OR51A4
17370,FAM86B1,OR5T2,RAD1,FOXR2,ANKRD20A3,PLXNB2,ZNF673,FNDC3A,C1orf177
17371,FAM86B2,C9orf116,SFXN3,PADI6,C15orf60,METRNL,CAPSL,TLL1,OXNAD1
17372,NMT2,C9orf117,SFXN2,LOC100130933,ANKRD20A4,PGRMC2,ADAMTS6,KIAA1797,KRTAP9-9
17373,ERC2,C9orf110,PUM1,LOC100130932,SNCG,KBTBD6,CRIP1,SETD2,NKX6-2
17374,FAM96A,MRPL53,SFXN4,POT1,TAF1D,KIAA1530,C19orf23,KRTAP27-1,INTS4L2
17375,PREP,SNORD111B,LOC100129387,HBA1,CASKIN2,AP4M1,NEK3,SETD4,LTB4R2
17376,VANGL1,SERBP1,TAS2R3,SACS,FMO6P,VTI1B,CACNA1G,SETD7,CCDC63
17377,OSCP1,CCDC85A,CRYBA1,AMPH,AIFM2,ALS2,HSPH1,ITFG2,LOC286467
17378,CHMP4C,C9orf119,TNFSF18,SNORA72,AIFM3,LRRC52,BARX2,PSRC1,EEF1DP3
17379,TAF7,PDCD10,LMO4,ABHD15,IL17RE,LRRC50,NCRNA00032,TRPM7,NAV1
17380,ZC3HAV1,LOC388789,DIRAS2,C16orf62,IL17RC,KIAA1024,SCNN1B,DZIP3,DEFB129
17381,NUP88,SNORD45C,DIRAS3,DHH,A1CF,LRRC56,CNKSR2,PRAMEF18,SPTLC1
17382,DCTN2,PPIB,DIRAS1,ABHD10,IL17RA,LRRC57,RBM17,DZIP1,SYK
17383,UBE2V2,PPIC,TAS2R5,ABHD12,CES4,LBXCOR1,AKR1D1,PRAMEF16,FAM46C
17384,LOC645676,KCNH2,TNFSF11,SCML2,FLJ44606,HSPBP1,MYL7,LOC100133612,PCSK7
17385,COL22A1,KCNH3,CRYBA2,NGRN,NELF,MYOZ2,TMEM127,PRAMEF14,WDR89
17386,GFM2,KCNH1,LMO7,SLC3A2,CES7,HIVEP1,SLC7A2,PRAMEF12,CLINT1
17387,GFM1,C9orf114,C4orf47,TGFB1I1,PATE4,PAQR7,AGPAT6,PRAMEF13,LOC100128076
17388,TUBGCP6,LOC731779,CCT4,FN3K,FOXR2,PCDHGA5,ZCCHC11,PRAMEF10,TMEM87A
17389,ZNF654,PNMA5,STAG3,FAM108A1,PADI6,PEX3,GJD3,PRAMEF11,RENBP
17390,FAM50A,SLC28A1,TIMM10,MRPL10,CLPTM1L,EMILIN1,FOLR2,MARCKSL1,MDGA1
17391,RPL23AP82,ZDHHC21,NAALADL1,MRPL11,LYZL2,MECP2,KRT18,PRSS27,DAPK1
17392,SP110,LOC285735,C3orf45,MRPL12,SNORA79,DAPP1,CDS1,PRSS21,CMTM6
17393,ZC3H6,GDAP1,TAX1BP3,MRPL13,LRRC57,TPST2,RAB9A,HBM,GHRL
17394,FAM50B,GDAP2,TIMM16,C16orf63,DKFZP434H168,PIAS2,CSMD2,PRSS23,DGAT1
17395,BMS1P4,WBSCR22,CCT5,C16orf61,?|390284,GULP1,TEX2,LXN,SMC3
17396,BMS1P5,URB2,CCT7,UBQLNL,KIAA1539,CTGF,ADIPOR2,SURF6,NR2E3
17397,C16orf53,OR2H1,CRYBA4,ARPC2,PLXNB2,FLJ43950,SRP54,EME1,RNU4ATAC
17398,SNORD102,OR2H2,CIDEB,CDC25A,METRNL,TMEM177,SIX2,EME2,OR11L1
17399,SUGT1,FKTN,SH2D4B,RNF44,PGRMC2,PIAS4,MYOM2,RBCK1,MT1B
17400,AKTIP,NDUFAF3,CCT3,RNF43,PGRMC1,TMEM98,C4orf52,STX3,PASD1
17401,ZC3H4,ZER1,CCT2,ARPC5,KBTBD6,PEX1,PPP2R5C,AKNA,KCNAB3
17402,RIPPLY1,FOXM1,C4orf42,C16orf68,KIAA1530,P2RX4,ADAM12,DUOX1,LOC729375
17403,SLC4A2,KIAA0586,RWDD2A,DCUN1D1,AP4M1,HIVEP3,C9orf30,DUX4,FBXW12
17404,UHMK1,LIN37,CCT8,DCUN1D2,VTI1B,FAM115C,CNTF,DUOX2,C18orf25
17405,SLC4A3,NUP133,2-Mar,DCUN1D3,ALS2,FAM115A,RGS14,VENTXP7,CPEB2
17406,SLC35F5,KCNH6,CROT,SNORA79,LRRC52,JAGN1,GJB7,RIT2,RBM27
17407,SLC4A1,KCNH7,NPHS1,SNORA78,KIAA1024,PMEPA1,ZNF541,SNORD50A,DBX1
17408,SLC4A7,KCNH4,UBE2V2,ITPR3,DENND1C,ZNF317,SYT15,ZNF486,C2orf68
17409,SLC4A4,ABCA17P,LOC55908,SNORA75,PDZRN4,ZNF318,C1orf210,PYCR2,KIAA1370
17410,SLC4A5,TBC1D10B,ZNF880,ITPR1,DENND1B,ZNF319,ZNF367,GLYR1,LMTK2
17411,THOC2,PSMG4,H3F3C,NDUFAF4,DENND1A,OR52M1,NLRX1,SNORD117,LCE2C
17412,NPHS1,MTCP1,CMBL,KLK12,LRRC59,RNF157,MPO,SNORD110,SFRS7
17413,RIMKLB,TNFRSF21,ZNF732,NR0B2,PIP4K2B,P2RX1,MNAT1,SNORD111,LOC729668
17414,CROT,DGAT2,RNF20,FBXO47,RGPD3,P2RX3,TCTEX1D2,KRTAP4-9,AIPL1
17415,2-Mar,KIR2DS4,RNF26,ZEB1,TOP1P1,NRIP3,OR2A9P,KRTAP4-8,SH3D20
17416,CIDEA,DGAT1,MXRA8,SLC7A13,LOC100101266,P2RX5,NSMAF,ATP2B2,ZNF382
17417,FLJ45244,LILRB1,ZNF735,PSMA2,PIF1,FMO6P,SMAD2,PCNXL3,RBM3
17418,CYP2J2,LILRB2,ARPM1,AKAP8L,NSUN5P2,CASKIN2,RERE,PCNXL2,GPR108
17419,TRPC4AP,C15orf17,OR14A16,C9,LOC100130872,EBF4,TBCB,KRTAP4-1,OR2D3
17420,USMG5,ATPIF1,BPHL,PSMA1,NSUN5P1,CCNC,FGD5,KRTAP4-3,CEP170L
17421,MXRA8,LILRB5,MXRA5,PSMA6,SDHA,CALN1,SH2D2A,KRTAP4-2,RARG
17422,RNF26,CYP2U1,TAF4,PSMA7,BAP1,SOCS6,SNX2,KRTAP4-5,LOC595101
17423,SCXB,PFN1,FAM86B1,OBSL1,SDHB,SOCS1,TMC6,KRTAP4-4,NAPEPLD
17424,ANKRD42,PRRT3,FAM86B2,C3,POLN,SRPR,GYLTL1B,KRTAP4-7,NOS2
17425,CNOT3,GRAP2,VANGL2,C2,NPRL2,SOCS2,SLC12A4,TIMM17A,CD300E
17426,PRNT,PSMG1,UBIAD1,C6,FLJ90757,PPP2CA,NCAPD2,ECH1,AKT2
17427,NHS,KCNH5,NMT2,C5,UBE2DNL,PACSIN1,RGS19,RRM2B,TMCO5A
17428,ERAL1,PSMG2,ARG1,CEMP1,OGDHL,LOC646214,GPR89A,TAPBPL,NOL3
17429,CNOT8,DIMT1L,IGSF8,FBXO46,EMILIN2,CCNY,ACTL6A,NPPB,ZC3H11A
